Listing_ID,Product_ID,Product_Category,Product_Name,Brand,Condition,Market_Value_INR,Listing_Price_INR,Seller_Type,Buyer_Type,Platform,Refurbished,Refurbishment_Cost_INR,Repair_Count,Product_Age_Months,Usage_Hours,Warranty_Status,Return_Status,Region,City,Customer_Rating,Final_Disposition
LISTING_00088,PRD00088,Smartphones,OnePlus,Samsung,Good,27620,22450,Individual,Individual,OLX,No,0,2,34,5279,Expired,Not Returned,East,Guwahati,3.5,Recycled
LISTING_00089,PRD00089,Gaming,VR Headset,Sony,Like New,44200,39050,Individual,Individual,EchoChain Marketplace,No,0,1,57,3080,Expired,Returned,East,Patna,2.5,Resold
LISTING_00090,PRD00090,Home Appliances,Refrigerator,Daikin,Like New,36550,24510,Business,Individual,Cashify,No,0,0,47,10930,Expired,Not Returned,East,Guwahati,3.9,Refurbished
LISTING_00091,PRD00091,Fashion,Jacket,Nike,Like New,4020,3400,Individual,Business,Facebook Marketplace,No,0,0,58,4400,Extended,Not Returned,East,Ranchi,4.5,Recycled
LISTING_00092,PRD00092,Fashion,Denim,Adidas,Poor,32920,6790,Business,Individual,EchoChain Marketplace,No,0,1,39,2459,Expired,Not Returned,North,Lucknow,3.4,Resold
LISTING_00093,PRD00093,Fashion,Denim,Levi's,Like New,22060,11360,Individual,Individual,Cashify,Yes,4140,1,52,6414,Extended,Not Returned,North,Chandigarh,4.9,Resold
LISTING_00094,PRD00094,Audio,Bluetooth Speaker,Boat,Good,21370,21730,Individual,Individual,EchoChain Marketplace,No,0,2,12,7288,Active,Not Returned,South,Hyderabad,4.2,Resold
LISTING_00095,PRD00095,Laptops,MacBook Air,Apple,Like New,61090,64040,Individual,Business,EchoChain Marketplace,No,0,0,35,3133,Expired,Not Returned,North,Noida,3.3,Resold
LISTING_00096,PRD00096,Audio,Soundbar,JBL,Good,8390,6580,Individual,Individual,Amazon Renewed,No,0,1,13,10818,Expired,Not Returned,West,Surat,3.9,Resold
LISTING_00097,PRD00097,Home Appliances,Washing Machine,Whirlpool,Like New,41090,32470,Business,Individual,EchoChain Marketplace,No,0,1,5,11897,Active,Not Returned,South,Hyderabad,3.3,Resold
LISTING_00098,PRD00098,Furniture,Bookshelf,Urban Ladder,Good,57420,36750,Individual,Individual,Local Dealer,No,0,0,11,8010,Active,Not Returned,South,Vijayawada,4.6,Resold
LISTING_00099,PRD00099,Smartphones,OnePlus,Sony,Good,109660,57220,Individual,Individual,EchoChain Marketplace,Yes,16510,1,24,9632,Expired,Not Returned,East,Bhubaneswar,5.0,Refurbished
LISTING_00100,PRD00100,Furniture,Sofa,Urban Ladder,Fair,40870,34020,Individual,Individual,Local Dealer,No,0,0,3,7912,Active,Not Returned,North,Jaipur,3.6,Resold
LISTING_00101,PRD00101,Furniture,Dining Set,Godrej,Good,13720,9110,Individual,Individual,Amazon Renewed,No,0,0,51,1419,Expired,Not Returned,West,Pune,4.7,Refurbished
LISTING_00102,PRD00102,Fashion,Denim,Adidas,Like New,28910,19050,Individual,Individual,OLX,Yes,3890,0,36,170,Expired,Not Returned,South,Vijayawada,3.3,Refurbished
LISTING_00103,PRD00103,Laptops,IdeaPad,Dell,Fair,80750,39530,Individual,Individual,Cashify,Yes,7230,5,54,5542,Expired,Not Returned,West,Pune,3.4,Resold
LISTING_00104,PRD00104,Cameras,Lens,Canon,Like New,95500,68490,Business,Individual,Cashify,Yes,14820,0,33,9003,Expired,Not Returned,South,Chennai,4.2,Recycled
LISTING_00105,PRD00105,Audio,Bluetooth Speaker,Sony,Good,22780,12070,Individual,Individual,Amazon Renewed,Yes,1950,0,24,11907,Expired,Not Returned,North,Noida,3.4,Resold
LISTING_00106,PRD00106,Home Appliances,Vacuum Cleaner,Daikin,Good,40820,20750,Individual,Individual,Amazon Renewed,Yes,6150,0,52,2561,Expired,Not Returned,East,Ranchi,4.4,Recycled
LISTING_00107,PRD00107,Cameras,Action Camera,Nikon,Like New,138550,100610,Individual,Individual,OLX,No,0,0,31,397,Expired,Not Returned,South,Hyderabad,5.0,Resold
LISTING_00108,PRD00108,Home Appliances,Vacuum Cleaner,Whirlpool,Good,9720,5790,Individual,Business,Facebook Marketplace,No,0,0,51,11029,Expired,Returned,East,Guwahati,3.4,Recycled
LISTING_00109,PRD00109,Laptops,IdeaPad,Acer,Good,31270,12010,Individual,Individual,Facebook Marketplace,No,0,0,46,3329,Expired,Not Returned,East,Guwahati,4.7,Resold
LISTING_00110,PRD00110,Smartphones,Pixel,Sony,Good,15170,5840,Individual,Individual,EchoChain Marketplace,Yes,1920,2,42,9966,Expired,Not Returned,North,Lucknow,3.9,Refurbished
LISTING_00111,PRD00111,Smartphones,Galaxy S Series,Sony,Fair,82120,37930,Individual,Individual,OLX,Yes,20970,1,33,8030,Extended,Not Returned,West,Mumbai,1.9,Resold
LISTING_00112,PRD00112,Audio,Smart Speaker,Sony,Like New,10260,7140,Business,Individual,Cashify,Yes,610,1,14,1168,Expired,Not Returned,North,Lucknow,4.4,Refurbished
LISTING_00113,PRD00113,Smartphones,OnePlus,Sony,Good,119930,67400,Individual,Individual,Amazon Renewed,No,0,2,20,9210,Expired,Not Returned,South,Kochi,2.9,Resold
LISTING_00114,PRD00114,Audio,Wireless Earbuds,Boat,Fair,30740,11630,Individual,Business,Facebook Marketplace,No,0,2,32,3982,Expired,Not Returned,North,Delhi,3.8,Resold
LISTING_00115,PRD00115,Fashion,Watch,Puma,Fair,8610,3440,Individual,Business,Amazon Renewed,No,0,1,55,9975,Expired,Not Returned,North,Noida,3.2,Resold
LISTING_00116,PRD00116,Smartphones,OnePlus,Sony,Good,68430,57280,Business,Individual,Local Dealer,No,0,1,13,5661,Expired,Not Returned,South,Hyderabad,2.9,Recycled
LISTING_00117,PRD00117,Gaming,Controller,Meta,Like New,5050,3140,Individual,Individual,Facebook Marketplace,No,0,0,55,3399,Extended,Not Returned,East,Bhubaneswar,4.5,Recycled
LISTING_00118,PRD00118,Home Appliances,Refrigerator,LG,Good,32940,20190,Individual,Individual,Amazon Renewed,No,0,0,58,1866,Expired,Not Returned,South,Chennai,3.4,Recycled
LISTING_00119,PRD00119,Home Appliances,Microwave,Samsung,Good,62760,37290,Individual,Individual,EchoChain Marketplace,Yes,3940,2,19,11573,Expired,Not Returned,North,Jaipur,2.6,Refurbished
LISTING_00120,PRD00120,Laptops,IdeaPad,Acer,Fair,106890,53130,Business,Individual,EchoChain Marketplace,No,0,1,17,3096,Expired,Not Returned,North,Chandigarh,4.0,Recycled
LISTING_00121,PRD00121,Laptops,MacBook Air,HP,Fair,83180,32700,Individual,Individual,OLX,No,0,1,29,4665,Expired,Not Returned,West,Ahmedabad,3.3,Resold
LISTING_00122,PRD00122,Home Appliances,Vacuum Cleaner,LG,Good,17990,11990,Individual,Individual,Local Dealer,No,0,2,29,2255,Expired,Not Returned,North,Lucknow,3.9,Refurbished
LISTING_00123,PRD00123,Smartphones,iPhone,Sony,Fair,26590,10890,Individual,Individual,Cashify,Yes,3330,0,42,4112,Expired,Not Returned,West,Pune,4.6,Refurbished
LISTING_00124,PRD00124,Furniture,Sofa,Pepperfry,Like New,17320,13280,Individual,Individual,Facebook Marketplace,Yes,1350,1,46,9855,Expired,Not Returned,South,Hyderabad,3.9,Resold
LISTING_00125,PRD00125,Furniture,Office Chair,Wakefit,Fair,16420,12050,Individual,Individual,EchoChain Marketplace,No,0,1,14,294,Expired,Not Returned,South,Bengaluru,3.6,Refurbished
LISTING_00126,PRD00126,Furniture,Office Chair,IKEA,Like New,75920,51880,Business,Business,OLX,Yes,9230,1,16,4007,Expired,Not Returned,West,Pune,4.7,Resold
LISTING_00127,PRD00127,Smartphones,iPhone,Sony,Good,73310,46210,Individual,Individual,Facebook Marketplace,Yes,13870,2,47,4969,Expired,Not Returned,North,Noida,4.1,Recycled
LISTING_00128,PRD00128,Laptops,Pavilion,HP,Good,60780,31940,Business,Individual,Local Dealer,No,0,2,50,4911,Expired,Not Returned,West,Mumbai,3.8,Resold
LISTING_00129,PRD00129,Smartphones,OnePlus,Google,Fair,44290,15960,Individual,Individual,Local Dealer,Yes,8010,0,38,2333,Expired,Not Returned,East,Guwahati,3.8,Resold
LISTING_00130,PRD00130,Audio,Bluetooth Speaker,Sennheiser,Good,34870,16220,Individual,Individual,Amazon Renewed,No,0,1,36,5928,Expired,Not Returned,West,Surat,3.8,Refurbished
LISTING_00131,PRD00131,Laptops,ThinkPad,Lenovo,Good,110870,83370,Business,Individual,EchoChain Marketplace,No,0,0,12,4046,Active,Not Returned,North,Delhi,4.7,Resold
LISTING_00132,PRD00132,Home Appliances,Refrigerator,IFB,Good,22290,13360,Individual,Individual,Local Dealer,Yes,960,0,7,5010,Active,Not Returned,East,Kolkata,4.2,Refurbished
LISTING_00133,PRD00133,Gaming,VR Headset,Microsoft,Good,49960,22710,Individual,Individual,Local Dealer,Yes,6820,2,28,839,Expired,Not Returned,South,Bengaluru,3.9,Resold
LISTING_00134,PRD00134,Laptops,Inspiron,Acer,Fair,103310,53210,Individual,Business,Cashify,No,0,0,30,8450,Expired,Not Returned,North,Noida,4.1,Resold
LISTING_00135,PRD00135,Audio,Bluetooth Speaker,Sennheiser,Fair,6970,3080,Business,Individual,Local Dealer,Yes,350,0,15,5797,Expired,Not Returned,South,Hyderabad,4.2,Recycled
LISTING_00136,PRD00136,Laptops,IdeaPad,HP,Fair,122850,52970,Individual,Individual,Amazon Renewed,Yes,17660,1,31,7520,Extended,Not Returned,West,Surat,2.5,Resold
LISTING_00137,PRD00137,Home Appliances,Air Conditioner,Samsung,Fair,73900,29690,Individual,Individual,Facebook Marketplace,No,0,1,35,9140,Expired,Not Returned,West,Nagpur,3.8,Resold
LISTING_00138,PRD00138,Laptops,Pavilion,Acer,Good,73990,65140,Individual,Individual,EchoChain Marketplace,No,0,2,8,4966,Active,Not Returned,West,Nagpur,3.7,Resold
LISTING_00139,PRD00139,Smartphones,Galaxy S Series,Apple,Fair,36450,18670,Individual,Business,OLX,No,0,2,58,3405,Expired,Not Returned,West,Ahmedabad,3.4,Resold
LISTING_00140,PRD00140,Fashion,Backpack,Puma,Good,13700,13980,Individual,Individual,OLX,No,0,1,7,4766,Active,Not Returned,East,Ranchi,2.1,Resold
LISTING_00141,PRD00141,Smartphones,OnePlus,Google,Like New,65960,54300,Individual,Individual,OLX,Yes,3350,1,45,208,Expired,Not Returned,East,Patna,3.4,Refurbished
LISTING_00142,PRD00142,Audio,Soundbar,Sennheiser,Good,17190,14690,Business,Individual,Local Dealer,No,0,2,5,1995,Active,Not Returned,North,Chandigarh,4.2,Resold
LISTING_00143,PRD00143,Audio,Wireless Earbuds,JBL,Good,37640,18670,Individual,Business,OLX,No,0,1,31,4586,Expired,Returned,West,Pune,4.1,Resold
LISTING_00144,PRD00144,Laptops,IdeaPad,Dell,Good,89740,44710,Individual,Individual,EchoChain Marketplace,No,0,0,44,3975,Expired,Not Returned,West,Mumbai,4.7,Resold
LISTING_00145,PRD00145,Laptops,IdeaPad,HP,Fair,130970,69390,Individual,Individual,Local Dealer,No,0,1,4,1202,Active,Not Returned,North,Jaipur,4.1,Resold
LISTING_00146,PRD00146,Cameras,Mirrorless Camera,Canon,Good,55450,54720,Individual,Individual,OLX,Yes,16440,2,21,7768,Expired,Returned,South,Vijayawada,5.0,Resold
